Caption,BlockUntil,ChildStatus,GroupStatus,LastBoot,LastSync,LastSystemUpTimePollUtc,MachineType,MaxResponseTime,MinResponseTime,NodeName,PercentLoss,PercentMemoryAvailable,PercentMemoryUsed,StatusIcon,Comments,ConnectionType,Department,Latitude,Longitude,Region
869-000_6-EB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:05 PM,,Unknown,1,1,869-000_6-EB-HAR-B,0,,-2,Up.gif,SR 869 MM 000 - 021,Fiber,BEACON,26.138985,-80.343216,South
091-001_1X-NB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:31 PM,,Unknown,1,0,091-001_1X-NB-HAR-B,0,,-2,Up.gif,SR 091X GoldenG Spur MM 001 - 004,Fiber,BEACON,25.940113,-80.220752,South
570-023_6-WB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:40:06 PM,,Unknown,3,2,570-023_6-WB-HAR-B,0,100,0,Up.gif,SR 570 MM 000 - 020,Fiber,BEACON,28.143790000,-81.843360000,Zone 4
091-075_5-SB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:41:53 PM,,Unknown,2,1,091-075_5-SB-HAR-B,0,100,0,Up.gif,SR 091 MM 065 - 094,Fiber,BEACON,26.36284402,-80.17093328,South
091-069_7-NB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:37 PM,,Unknown,2,1,091-069_7-NB-HAR-B,0,100,0,Up.gif,SR 091 MM 065 - 094,Fiber,BEACON,26.27665672,-80.16929803,South
091-053_4-SB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:41:55 PM,,Unknown,4,1,091-053_4-SB-HAR-B,0,100,0,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,BEACON,26.057654000,-80.215363000,South
821-041_6-NB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:15 PM,,Unknown,3,1,821-041_6-NB-HAR-B,0,100,0,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,BEACON,25.970905732,-80.319462668,South
869-015_0-NB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:18 PM,,Unknown,1,1,869-015_0-NB-HAR-B,0,100,0,Up.gif,SR 869 MM 000 - 021,Fiber,BEACON,26.301700000,-80.259080000,South
091-092_2-SB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:24 PM,,Unknown,1,1,091-092_2-SB-HAR-B,0,100,0,Up.gif,SR 091 MM 065 - 094,Fiber,BEACON,26.602998000,-80.173306000,South
091-098_6-SB-HAR-B,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:44 PM,,Unknown,1,1,091-098_6-SB-HAR-B,0,100,0,Up.gif,SR 091 MM 094 - 116,Fiber,BEACON,-80.156010939,26.692638747,South
