Caption,BlockUntil,ChildStatus,GroupStatus,LastBoot,LastSync,LastSystemUpTimePollUtc,MachineType,MaxResponseTime,MinResponseTime,NodeName,PercentLoss,PercentMemoryAvailable,PercentMemoryUsed,StatusIcon,Comments,ConnectionType,Department,Latitude,Longitude,Region
589-040_5-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:35:39 PM,,Unknown,43,34,589-040_5-SB-VDS,20,,-2,Up.gif,SR 589 MM 037 - 053,Copper,VDS,28.479799030,-82.481314150,Zone 4
589-044_3-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:31:13 PM,,Unknown,44,36,589-044_3-NB-VDS,0,,-2,Up.gif,SR 589 MM 037 - 053,Copper,VDS,28.532689390,-82.479167090,Zone 4
589-044_8-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:04 PM,,Unknown,45,30,589-044_8-NB-VDS,30,,-2,Up.gif,SR 589 MM 037 - 053,Copper,VDS,28.539709500,-82.479129520,Zone 4
589-046_6-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:31:57 PM,,Unknown,43,34,589-046_6-NB-VDS,0,,-2,Up.gif,SR 589 MM 037 - 053,Copper,VDS,28.565899030,-82.479810390,Zone 4
589-049_6-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:42 PM,,Unknown,42,38,589-049_6-NB-VDS,0,,-2,Up.gif,SR 589 MM 037 - 053,Copper,VDS,28.605600000,-82.492700000,Zone 4
589-050_4-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:03 PM,,Unknown,43,17,589-050_4-NB-VDS,0,,-2,Up.gif,SR 589 MM 037 - 053,Copper,VDS,28.617393220,-82.493020860,Zone 4
589-053_7-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:48 PM,,Unknown,41,27,589-053_7-SB-VDS,0,,-2,Up.gif,SR 589 MM 053 - North,Copper,VDS,28.663966670,-82.493883330,Zone 4
589-054_1-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:42 PM,,Unknown,40,23,589-054_1-NB-VDS,10,,-2,Up.gif,SR 589 MM 053 - North,Copper,VDS,28.670195150,-82.494829420,Zone 4
821-000_6-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:35 PM,,Unknown,2,2,821-000_6-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.45825182,-80.46893756,South
821-002_6-MD-N-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:59 PM,,Unknown,2,2,821-002_6-MD-N-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.4741432,-80.44511,South
821-003_7-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:21 PM,,Unknown,2,2,821-003_7-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.48336757,-80.43071988,South
821-005_5-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:41 PM,,Unknown,2,2,821-005_5-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.50503306,-80.41724344,South
821-006_4-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:31 PM,,Unknown,2,2,821-006_4-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.51363365,-80.40939499,South
821-009_5-MD-N-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:20 PM,,Unknown,2,1,821-009_5-MD-N-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.53622481,-80.36662832,South
821-010_7-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:58 PM,,Unknown,2,1,821-010_7-NB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.55306526,-80.36246588,South
821-015_0-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:41 PM,,Unknown,2,1,821-015_0-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.61215215,-80.3786908,South
821-004_1-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:21 PM,,Unknown,2,2,821-004_1-NB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.48645971,-80.42563248,South
821-015_4-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:39 PM,,Unknown,2,1,821-015_4-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.61811017,-80.37827951,South
821-001_7-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:41:56 PM,,Unknown,2,2,821-001_7-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.46647956,-80.45691338,South
821-002_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:42 PM,,Unknown,2,2,821-002_1-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.47008125,-80.45179325,South
821-003_3-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:36 PM,,Unknown,2,2,821-003_3-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.48026896,-80.43574936,South
821-004_6-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:44:00 PM,,Unknown,2,2,821-004_6-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.4918316,-80.42035567,South
821-006_8-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:12 PM,,Unknown,2,2,821-006_8-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.51869632,-80.40463752,South
821-016_0-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:37 PM,,Unknown,2,1,821-016_0-SB-VDS,0,,-2,Up.gif,SR 821 MM 000 - 016,Fiber,VDS,25.62590649,-80.37941209,South
821-017_3-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:41 PM,,Unknown,4,2,821-017_3-NB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.64318216,-80.38515585,South
821-026_9-SB-NS-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:32 PM,,Unknown,1,1,821-026_9-SB-NS-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.783062667,-80.385453165,South
821-034_2-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:20 PM,,Unknown,1,1,821-034_2-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.888009984,-80.389054742,South
821-018_0-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:30 PM,,Unknown,2,1,821-018_0-NB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.65274888,-80.38619425,South
821-024_4-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:41 PM,,Unknown,2,1,821-024_4-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.746101125,-80.385071818,South
821-019_2-MD-NS-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:41:54 PM,,Unknown,2,1,821-019_2-MD-NS-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.67001175,-80.38845238,South
821-026_0-NB-NS-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:21 PM,,Unknown,2,1,821-026_0-NB-NS-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.768817708,-80.385356079,South
821-030_0-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:33 PM,,Unknown,1,1,821-030_0-NB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.826491332,-80.386529130,South
821-035_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:18 PM,,Unknown,1,1,821-035_1-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.901449203,-80.385583918,South
821-038_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:59 PM,,Unknown,3,1,821-038_9-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.948304065,-80.352309216,South
821-041_0-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:21 PM,,Unknown,1,1,821-041_0-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.968185722,-80.327812282,South
821-037_2-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:39 PM,,Unknown,1,1,821-037_2-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.928990072,-80.374995454,South
821-046_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:40 PM,,Unknown,2,1,821-046_1-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.972505180,-80.248808796,South
821-037_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:24 PM,,Unknown,1,1,821-037_9-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.938448000,-80.364294000,South
821-039_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:20 PM,,Unknown,1,1,821-039_9-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.957687620,-80.340883570,South
821-035_5-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:32 PM,,Unknown,1,1,821-035_5-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.906365464,-80.383757154,South
821-045_5-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:59 PM,,Unknown,1,1,821-045_5-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.972347666,-80.256162127,South
821-036_3-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:31 PM,,Unknown,1,1,821-036_3-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.917510772,-80.379547881,South
821-039_4-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:30 PM,,Unknown,1,1,821-039_4-SB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.953092803,-80.346447275,South
821-040_4-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:57 PM,,Unknown,4,1,821-040_4-NB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.962511624,-80.334109487,South
821-046_4-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:42 PM,,Unknown,2,2,821-046_4-NB-VDS,0,,-2,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,VDS,25.972238343,-80.242395369,South
091-073_0-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:56 PM,,Unknown,2,2,091-073_0-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.32733635,-80.17043698,South
091-074_6-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,2,2,091-074_6-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.34998872,-80.17080995,South
091-076_0-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:55 PM,,Unknown,2,1,091-076_0-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.36930522,-80.17107247,South
091-077_3-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:55 PM,,Unknown,2,1,091-077_3-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.388928479,-80.171334817,South
091-079_2-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:56 PM,,Unknown,2,1,091-079_2-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.417170270,-80.171817152,South
091-080_5-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:55 PM,,Unknown,1,1,091-080_5-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.435587689,-80.173869485,South
091-081_7-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:33 PM,,Unknown,2,1,091-081_7-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.452211277,-80.174787848,South
091-082_4-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:01 PM,,Unknown,2,1,091-082_4-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.462940964,-80.174989731,South
091-084_7-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:38 PM,,Unknown,1,1,091-084_7-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.490930988,-80.172866172,South
091-088_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:45 PM,,Unknown,1,1,091-088_1-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.540394473,-80.172995589,South
091-089_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:23 PM,,Unknown,1,1,091-089_9-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.567742640,-80.173469379,South
091-090_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:16 PM,,Unknown,1,1,091-090_9-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.586265217,-80.173521711,South
091-087_7-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:15 PM,,Unknown,1,1,091-087_7-NB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.524148391,-80.172388648,South
091-096_3-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:41 PM,,Unknown,2,1,091-096_3-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.029441,-80.213536,South
091-098_2-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:31 PM,,Unknown,2,1,091-098_2-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.688729948,-80.159709738,South
091-099_7-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:41 PM,,Unknown,2,1,091-099_7-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.704590896,-80.144374970,South
091-100_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:17 PM,,Unknown,124,3,091-100_1-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.712532860,-80.138177033,South
091-102_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:19 PM,,Unknown,11,3,091-102_9-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.749851518,-80.134597075,South
091-104_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:18 PM,,Unknown,15,3,091-104_1-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.766633723,-80.133709027,South
091-105_7-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:29 PM,,Unknown,216,102,091-105_7-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.789470602,-80.132174728,South
091-107_6-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:18 PM,,Unknown,5,3,091-107_6-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.817018194,-80.131030780,South
091-109_6-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:18 PM,,Unknown,125,3,091-109_6-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.845934979,-80.130000374,South
091-110_6-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:12 PM,,Unknown,4,3,091-110_6-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.861678550,-80.129398976,South
091-112_7-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:56 PM,,Unknown,4,3,091-112_7-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.890676318,-80.134683988,South
091-114_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:56 PM,,Unknown,12,3,091-114_1-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.909027083,-80.142747845,South
091-114_8-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:17 PM,,Unknown,14,3,091-114_8-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.919662514,-80.147414559,South
091-002_2X-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:14 PM,,Unknown,1,1,091-002_2X-NB-VDS,0,,-2,Up.gif,SR 091X GoldenG Spur MM 001 - 004,Copper,VDS,25.950587,-80.227932,South
