deviceid,date,warn_type1_total_rollingmean_3,warn_type2_total_rollingmean_3,problem_type_1_rollingmean_3,problem_type_2_rollingmean_3,problem_type_3_rollingmean_3,problem_type_4_rollingmean_3,problem_type_1_per_usage1_rollingmean_3,problem_type_2_per_usage1_rollingmean_3,problem_type_3_per_usage1_rollingmean_3,problem_type_4_per_usage1_rollingmean_3,problem_type_1_per_usage2_rollingmean_3,problem_type_2_per_usage2_rollingmean_3,problem_type_3_per_usage2_rollingmean_3,problem_type_4_per_usage2_rollingmean_3,fault_code_type_1_count_rollingmean_3,fault_code_type_2_count_rollingmean_3,fault_code_type_3_count_rollingmean_3,fault_code_type_4_count_rollingmean_3,fault_code_type_1_count_per_usage1_rollingmean_3,fault_code_type_2_count_per_usage1_rollingmean_3,fault_code_type_3_count_per_usage1_rollingmean_3,fault_code_type_4_count_per_usage1_rollingmean_3,fault_code_type_1_count_per_usage2_rollingmean_3,fault_code_type_2_count_per_usage2_rollingmean_3,fault_code_type_3_count_per_usage2_rollingmean_3,fault_code_type_4_count_per_usage2_rollingmean_3,warn_type1_total_rollingmean_7,warn_type2_total_rollingmean_7,problem_type_1_rollingmean_7,problem_type_2_rollingmean_7,problem_type_3_rollingmean_7,problem_type_4_rollingmean_7,problem_type_1_per_usage1_rollingmean_7,problem_type_2_per_usage1_rollingmean_7,problem_type_3_per_usage1_rollingmean_7,problem_type_4_per_usage1_rollingmean_7,problem_type_1_per_usage2_rollingmean_7,problem_type_2_per_usage2_rollingmean_7,problem_type_3_per_usage2_rollingmean_7,problem_type_4_per_usage2_rollingmean_7,fault_code_type_1_count_rollingmean_7,fault_code_type_2_count_rollingmean_7,fault_code_type_3_count_rollingmean_7,fault_code_type_4_count_rollingmean_7,fault_code_type_1_count_per_usage1_rollingmean_7,fault_code_type_2_count_per_usage1_rollingmean_7,fault_code_type_3_count_per_usage1_rollingmean_7,fault_code_type_4_count_per_usage1_rollingmean_7,fault_code_type_1_count_per_usage2_rollingmean_7,fault_code_type_2_count_per_usage2_rollingmean_7,fault_code_type_3_count_per_usage2_rollingmean_7,fault_code_type_4_count_per_usage2_rollingmean_7,warn_type1_total_rollingmean_14,warn_type2_total_rollingmean_14,problem_type_1_rollingmean_14,problem_type_2_rollingmean_14,problem_type_3_rollingmean_14,problem_type_4_rollingmean_14,problem_type_1_per_usage1_rollingmean_14,problem_type_2_per_usage1_rollingmean_14,problem_type_3_per_usage1_rollingmean_14,problem_type_4_per_usage1_rollingmean_14,problem_type_1_per_usage2_rollingmean_14,problem_type_2_per_usage2_rollingmean_14,problem_type_3_per_usage2_rollingmean_14,problem_type_4_per_usage2_rollingmean_14,fault_code_type_1_count_rollingmean_14,fault_code_type_2_count_rollingmean_14,fault_code_type_3_count_rollingmean_14,fault_code_type_4_count_rollingmean_14,fault_code_type_1_count_per_usage1_rollingmean_14,fault_code_type_2_count_per_usage1_rollingmean_14,fault_code_type_3_count_per_usage1_rollingmean_14,fault_code_type_4_count_per_usage1_rollingmean_14,fault_code_type_1_count_per_usage2_rollingmean_14,fault_code_type_2_count_per_usage2_rollingmean_14,fault_code_type_3_count_per_usage2_rollingmean_14,fault_code_type_4_count_per_usage2_rollingmean_14,warn_type1_total_rollingmean_30,warn_type2_total_rollingmean_30,problem_type_1_rollingmean_30,problem_type_2_rollingmean_30,problem_type_3_rollingmean_30,problem_type_4_rollingmean_30,problem_type_1_per_usage1_rollingmean_30,problem_type_2_per_usage1_rollingmean_30,problem_type_3_per_usage1_rollingmean_30,problem_type_4_per_usage1_rollingmean_30,problem_type_1_per_usage2_rollingmean_30,problem_type_2_per_usage2_rollingmean_30,problem_type_3_per_usage2_rollingmean_30,problem_type_4_per_usage2_rollingmean_30,fault_code_type_1_count_rollingmean_30,fault_code_type_2_count_rollingmean_30,fault_code_type_3_count_rollingmean_30,fault_code_type_4_count_rollingmean_30,fault_code_type_1_count_per_usage1_rollingmean_30,fault_code_type_2_count_per_usage1_rollingmean_30,fault_code_type_3_count_per_usage1_rollingmean_30,fault_code_type_4_count_per_usage1_rollingmean_30,fault_code_type_1_count_per_usage2_rollingmean_30,fault_code_type_2_count_per_usage2_rollingmean_30,fault_code_type_3_count_per_usage2_rollingmean_30,fault_code_type_4_count_per_usage2_rollingmean_30,warn_type1_total_rollingmean_90,warn_type2_total_rollingmean_90,problem_type_1_rollingmean_90,problem_type_2_rollingmean_90,problem_type_3_rollingmean_90,problem_type_4_rollingmean_90,problem_type_1_per_usage1_rollingmean_90,problem_type_2_per_usage1_rollingmean_90,problem_type_3_per_usage1_rollingmean_90,problem_type_4_per_usage1_rollingmean_90,problem_type_1_per_usage2_rollingmean_90,problem_type_2_per_usage2_rollingmean_90,problem_type_3_per_usage2_rollingmean_90,problem_type_4_per_usage2_rollingmean_90,fault_code_type_1_count_rollingmean_90,fault_code_type_2_count_rollingmean_90,fault_code_type_3_count_rollingmean_90,fault_code_type_4_count_rollingmean_90,fault_code_type_1_count_per_usage1_rollingmean_90,fault_code_type_2_count_per_usage1_rollingmean_90,fault_code_type_3_count_per_usage1_rollingmean_90,fault_code_type_4_count_per_usage1_rollingmean_90,fault_code_type_1_count_per_usage2_rollingmean_90,fault_code_type_2_count_per_usage2_rollingmean_90,fault_code_type_3_count_per_usage2_rollingmean_90,fault_code_type_4_count_per_usage2_rollingmean_90,date_month,date_week,date_day,version
N0002,09/20/2013,0.75,0.0,0.0,20.75,0.0,0.0,0.0,0.08070286173367679,0.0,0.0,0.0,0.10189735622753113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,16.875,0.0,0.0,0.0,0.06192487961459927,0.0,0.0,0.0,0.07778340672146473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,16.533333333333335,0.0,0.0,0.0,0.059306092917650516,0.0,0.0,0.0,0.07466534300219384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,17.419354838709676,0.0,0.0,0.0,0.08439088222119503,0.0,0.0,0.0,0.1247432859025334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,17.824175824175825,0.0,0.0,0.0,0.07274836095499618,0.0,0.0,0.0,0.09726697955098763,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,38,20,0
N0002,09/21/2013,0.75,0.0,0.0,16.0,0.0,0.0,0.0,0.06066066764084978,0.0,0.0,0.0,0.07550846733864222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,14.125,0.0,0.0,0.0,0.052409308680343214,0.0,0.0,0.0,0.06613086434858337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,14.733333333333333,0.0,0.0,0.0,0.052564519883942645,0.0,0.0,0.0,0.0658848551973158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,16.741935483870968,0.0,0.0,0.0,0.08210230331971288,0.0,0.0,0.0,0.12193241721025659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,17.824175824175825,0.0,0.0,0.0,0.07274836095499618,0.0,0.0,0.0,0.09726697955098763,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,38,21,0
N0002,09/22/2013,0.75,0.0,0.0,12.0,0.0,0.0,0.0,0.04775744183439817,0.0,0.0,0.0,0.05976043584257923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,14.125,0.0,0.0,0.0,0.052409308680343214,0.0,0.0,0.0,0.06613086434858337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,14.733333333333333,0.0,0.0,0.0,0.052564519883942645,0.0,0.0,0.0,0.0658848551973158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,15.774193548387096,0.0,0.0,0.0,0.0786336942319571,0.0,0.0,0.0,0.11725733539632485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,17.824175824175825,0.0,0.0,0.0,0.07274836095499618,0.0,0.0,0.0,0.09726697955098763,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,38,22,0
N0002,09/23/2013,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.052935391456792234,0.0,0.0,0.0,0.06523891519586741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,17.5,0.0,0.0,0.0,0.06477194604298057,0.0,0.0,0.0,0.08080477739206163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,16.533333333333335,0.0,0.0,0.0,0.059157926477349236,0.0,0.0,0.0,0.07371094215383754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,15.67741935483871,0.0,0.0,0.0,0.07811622875342376,0.0,0.0,0.0,0.11645769699506989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,17.945054945054945,0.0,0.0,0.0,0.07324517220481282,0.0,0.0,0.0,0.09782132787684773,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,39,23,0
N0002,09/24/2013,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.04068272153378536,0.0,0.0,0.0,0.04961809635722679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,16.0,0.0,0.0,0.0,0.06069279163373107,0.0,0.0,0.0,0.07575772629237895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,17.733333333333334,0.0,0.0,0.0,0.0634132456262854,0.0,0.0,0.0,0.07911634755924295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,16.258064516129032,0.0,0.0,0.0,0.0801752541480703,0.0,0.0,0.0,0.1190732157396209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,17.945054945054945,0.0,0.0,0.0,0.07319162821753487,0.0,0.0,0.0,0.09776590676879503,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,39,24,0
N0002,09/25/2013,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.08095627776478839,0.0,0.0,0.0,0.09961809635722679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,20.25,0.0,0.0,0.0,0.07080847270281909,0.0,0.0,0.0,0.0875632818479345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.733333333333334,0.0,0.0,0.0,0.0670962218097061,0.0,0.0,0.0,0.08383290084722479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,17.967741935483872,0.0,0.0,0.0,0.08537184204884488,0.0,0.0,0.0,0.1255248286428467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,18.274725274725274,0.0,0.0,0.0,0.07402924773638679,0.0,0.0,0.0,0.09879897508296932,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,39,25,0
N0002,09/26/2013,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.12198971241524431,0.0,0.0,0.0,0.1483545584510896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,25.0,0.0,0.0,0.0,0.08487357712482124,0.0,0.0,0.0,0.10405749714683442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,20.4,0.0,0.0,0.0,0.0720529189342446,0.0,0.0,0.0,0.0892177421824911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,19.129032258064516,0.0,0.0,0.0,0.08829649852777138,0.0,0.0,0.0,0.12877337737443112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,18.65934065934066,0.0,0.0,0.0,0.07498760665593346,0.0,0.0,0.0,0.09986499380874463,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,39,26,0
N0002,09/27/2013,0.0,0.0,0.0,43.5,0.0,0.0,0.0,0.13449848024316108,0.0,0.0,0.0,0.1676178434752442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,0.0,0.0,0.0,0.09371693584997666,0.0,0.0,0.0,0.1164283793355558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,22.4,0.0,0.0,0.0,0.0754862704527025,0.0,0.0,0.0,0.09400866213470137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,20.387096774193548,0.0,0.0,0.0,0.09191055663128996,0.0,0.0,0.0,0.13348741820347892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,18.9010989010989,0.0,0.0,0.0,0.0755046327851635,0.0,0.0,0.0,0.10061528194221034,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,39,27,0
N0002,09/28/2013,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.11854103343465044,0.0,0.0,0.0,0.14734757320497394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.125,0.0,0.0,0.0,0.0796118774842179,0.0,0.0,0.0,0.09848283478110036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,20.933333333333334,0.0,0.0,0.0,0.07041129928776592,0.0,0.0,0.0,0.08779397286916465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,19.677419354838708,0.0,0.0,0.0,0.08976651608943244,0.0,0.0,0.0,0.13078902497399286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,18.9010989010989,0.0,0.0,0.0,0.0755046327851635,0.0,0.0,0.0,0.10061528194221034,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,39,28,0
N0002,09/29/2013,0.0,0.0,0.0,25.75,0.0,0.0,0.0,0.0782674772036474,0.0,0.0,0.0,0.09734757320497392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.125,0.0,0.0,0.0,0.0796118774842179,0.0,0.0,0.0,0.09848283478110036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,20.933333333333334,0.0,0.0,0.0,0.07041129928776592,0.0,0.0,0.0,0.08779397286916465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,19.0,0.0,0.0,0.0,0.08725755551595572,0.0,0.0,0.0,0.12743546381142498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,18.9010989010989,0.0,0.0,0.0,0.0755046327851635,0.0,0.0,0.0,0.10061528194221034,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,39,29,0
N0002,09/30/2013,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.07209460032211579,0.0,0.0,0.0,0.09129403794037941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.09704215636868005,0.0,0.0,0.0,0.11982429819573451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,23.266666666666666,0.0,0.0,0.0,0.07970744802614572,0.0,0.0,0.0,0.09917608669030287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,19.322580645161292,0.0,0.0,0.0,0.0886299105569072,0.0,0.0,0.0,0.1287426694238037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,19.164835164835164,0.0,0.0,0.0,0.07659091657825844,0.0,0.0,0.0,0.1019469540055897,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,9,40,30,0
N0002,10/01/2013,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.05523092813929467,0.0,0.0,0.0,0.06814588979223125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.875,0.0,0.0,0.0,0.09486470419122787,0.0,0.0,0.0,0.11788186663373773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,22.733333333333334,0.0,0.0,0.0,0.07870867862437526,0.0,0.0,0.0,0.09786904415519015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,20.032258064516128,0.0,0.0,0.0,0.0912583454434066,0.0,0.0,0.0,0.13202821303192797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,19.24175824175824,0.0,0.0,0.0,0.07648731647465834,0.0,0.0,0.0,0.10179824231841646,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,10,40,1,0
N0002,10/02/2013,0.0,0.0,0.0,20.75,0.0,0.0,0.0,0.08013514269868165,0.0,0.0,0.0,0.09823848238482384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.875,0.0,0.0,0.0,0.09933808806666604,0.0,0.0,0.0,0.1227930277948989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,23.2,0.0,0.0,0.0,0.08000521741545794,0.0,0.0,0.0,0.09885669847617781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,20.774193548387096,0.0,0.0,0.0,0.07027824409623074,0.0,0.0,0.0,0.08752403143097216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,19.274725274725274,0.0,0.0,0.0,0.0767013547759248,0.0,0.0,0.0,0.10203156582760206,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,10,40,2,0
N0002,10/03/2013,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.09519538366253708,0.0,0.0,0.0,0.11644236587996948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.125,0.0,0.0,0.0,0.08673143043309223,0.0,0.0,0.0,0.1068949695424717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,23.133333333333333,0.0,0.0,0.0,0.08058042145743229,0.0,0.0,0.0,0.09951159234259985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,20.774193548387096,0.0,0.0,0.0,0.07065557553284471,0.0,0.0,0.0,0.0878734528150432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,19.24175824175824,0.0,0.0,0.0,0.07669282746496743,0.0,0.0,0.0,0.10197172697502364,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,10,40,3,0
N0002,10/04/2013,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.08356902663710719,0.0,0.0,0.0,0.10216852995979209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.07783181347961149,0.0,0.0,0.0,0.09673128395008575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.533333333333335,0.0,0.0,0.0,0.08156358829492928,0.0,0.0,0.0,0.10072219078937919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,20.967741935483872,0.0,0.0,0.0,0.07134938945366426,0.0,0.0,0.0,0.08862055517504878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,19.208791208791208,0.0,0.0,0.0,0.07650272397597334,0.0,0.0,0.0,0.10168967072281813,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,10,40,4,0
N0002,10/05/2013,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.06319865626673682,0.0,0.0,0.0,0.07670556699682914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.375,0.0,0.0,0.0,0.059214792203015745,0.0,0.0,0.0,0.0724257283945302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.07404089049985794,0.0,0.0,0.0,0.09115123369366963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,19.06451612903226,0.0,0.0,0.0,0.06698419264987616,0.0,0.0,0.0,0.08347670164409848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,19.208791208791208,0.0,0.0,0.0,0.07650272397597334,0.0,0.0,0.0,0.10168967072281813,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,10,40,5,0
N0002,10/06/2013,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.038294441707349844,0.0,0.0,0.0,0.046612974404236535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.375,0.0,0.0,0.0,0.059214792203015745,0.0,0.0,0.0,0.0724257283945302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.07404089049985794,0.0,0.0,0.0,0.09115123369366963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,18.451612903225808,0.0,0.0,0.0,0.06452273391169765,0.0,0.0,0.0,0.08023382743348233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,19.208791208791208,0.0,0.0,0.0,0.07650272397597334,0.0,0.0,0.0,0.10168967072281813,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,4.905808477237048E-5,0.0,0.0,0.0,6.139112284363682E-5,0.0,0.0,0.0,10,40,6,0
