deviceid,date,cat1,cat2,cat3,cat4,fault_code_type_1_count_category,fault_code_type_1_count_per_usage1_category,fault_code_type_1_count_per_usage2_category,fault_code_type_2_count_category,fault_code_type_2_count_per_usage1_category,fault_code_type_2_count_per_usage2_category,fault_code_type_3_count_category,fault_code_type_3_count_per_usage1_category,fault_code_type_3_count_per_usage2_category,fault_code_type_4_count_category,fault_code_type_4_count_per_usage1_category,fault_code_type_4_count_per_usage2_category,problem_type_1_category,problem_type_1_per_usage1_category,problem_type_1_per_usage2_category,problem_type_2_category,problem_type_2_per_usage1_category,problem_type_2_per_usage2_category,problem_type_3_category,problem_type_3_per_usage1_category,problem_type_3_per_usage2_category,problem_type_4_category,problem_type_4_per_usage1_category,problem_type_4_per_usage2_category,version
N0001,1/22/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/23/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/24/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/25/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/26/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/27/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/28/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/29/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/30/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,1/31/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/1/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/2/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/3/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/4/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/5/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/6/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/7/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/8/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/9/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/10/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/11/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/12/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/13/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/14/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/15/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/16/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/17/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/18/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/19/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/20/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/21/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/22/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/23/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/24/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/25/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/26/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/27/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,2/28/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/1/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/2/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/3/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/4/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/5/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/6/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/7/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/8/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/9/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/10/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/11/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/12/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/13/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/14/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/15/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/16/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/17/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/18/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/19/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/20/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/21/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/22/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/23/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/24/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/25/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/26/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/27/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/28/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/29/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/30/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,3/31/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/1/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/2/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/3/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/4/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/5/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/6/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/7/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/8/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/9/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/10/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/11/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/12/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/13/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/14/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/15/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/16/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/17/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/18/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/19/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/20/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/21/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/22/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/23/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/24/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/25/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/26/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/27/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/28/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/29/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,4/30/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/1/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/2/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/3/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/4/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/5/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/6/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/7/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/8/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/9/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/10/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/11/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/12/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/13/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/14/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/15/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/16/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/17/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/18/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/19/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/20/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/21/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/22/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/23/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,5/24/13,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
