Caption,BlockUntil,ChildStatus,GroupStatus,LastBoot,LastSync,LastSystemUpTimePollUtc,MachineType,MaxResponseTime,MinResponseTime,NodeName,PercentLoss,PercentMemoryAvailable,PercentMemoryUsed,StatusIcon,Comments,ConnectionType,Department,Latitude,Longitude,Region
869-019_6-SB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,7/30/2018 6:34:00 PM,11/21/2018 3:43:47 PM,11/21/2018 3:43:41 PM,RuggedCom Inc.,2,1,869-019_6-SB-SW,0,,-2,Up-Down.gif,SR 869 MM 000 - 021,Fiber,Switch-Field,26.300524000,-80.189612000,South
091-117_6-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/20/2018 8:06:00 PM,11/21/2018 3:39:37 PM,11/21/2018 3:39:17 PM,RuggedCom Inc.,2,2,091-117_6-SB-SW,0,,-2,Up.gif,SR 091 MM 116 - 144,Fiber,Switch-Field,26.954858542,-80.166151084,South
869-013_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,4/17/2018 2:58:00 AM,11/21/2018 3:43:18 PM,11/21/2018 3:43:02 PM,RuggedCom Inc.,21,13,869-013_8-SB-SW,0,,-2,Up.gif,SR 869 MM 000 - 021,Fiber,Switch-Field,26.302197000,-80.279487000,South
821-042_6-MD-SW,12/30/1899 5:00:00 AM,1,Up.gif,3/18/2014 11:08:00 PM,11/21/2018 3:43:58 PM,4/28/2014 12:49:14 PM,RuggedCom Inc.,12,2,821-042_6-MD-SW,0,100,0,Up.gif,SR 821 \ SR 091 MM 035 - 065,Fiber,Switch-Field,25.970999131,-80.302993445,South
821-034_0-NB-SW,12/30/1899 5:00:00 AM,1,Up.gif,4/8/2014 1:47:00 PM,11/21/2018 3:43:02 PM,4/28/2014 12:50:58 PM,RuggedCom Inc.,3,1,821-034_0-NB-SW,0,100,0,Up.gif,SR 821 MM 016 - 035,Fiber,Switch-Field,25.884496000,-80.388355000,South
091-248_6-EWB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/14/2018 8:18:00 PM,11/21/2018 3:40:51 PM,11/21/2018 3:40:30 PM,"Brocade Communications Systems, Inc.",5,1,091-248_6-EWB-SW,0,100,0,Up.gif,SR 091 MM 229 - 265,Fiber,Switch-Field,28.340680000,-81.380870000,North
429-002_1-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/26/2018 9:33:00 AM,11/21/2018 3:36:47 PM,11/21/2018 3:31:58 PM,iMPath Networks Inc.,5,1,429-002_1-SB-SW,0,,-2,Up.gif,SR 429 MM 000 - 011,Copper,Switch-Field,28.301217259,-81.607206951,North
091-095_8-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:42 PM,,Unknown,2,1,091-095_8-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,fiber,Switch-Field,26.657290000,-80.174484000,South
091-274_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/28/2018 4:22:00 PM,11/21/2018 3:43:07 PM,11/21/2018 3:42:17 PM,iMPath Networks Inc.,3,1,091-274_8-SB-SW,0,100,0,Up.gif,SR 091 MM 265 - 285,Fiber,Switch-Field,28.554171089,-81.665164371,North
091-277_5-SB-SW,12/30/1899 5:00:00 AM,0,Up-Unknown.gif,10/7/2018 1:10:00 PM,11/21/2018 3:43:30 PM,11/21/2018 3:43:14 PM,"Brocade Communications Systems, Inc.",19,2,091-277_5-SB-SW,0,100,0,Up-Unknown.gif,SR 091 MM 265 - 285,Fiber,Switch-Field,28.580131589,-81.704046953,North
091-278_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,8/25/2018 10:25:00 PM,11/21/2018 3:42:21 PM,11/21/2018 3:41:58 PM,iMPath Networks Inc.,1,1,091-278_4-SB-SW,0,100,0,Up.gif,SR 091 MM 265 - 285,Fiber,Switch-Field,28.591824936,-81.713610629,North
091-280_0-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/14/2018 4:20:00 PM,11/21/2018 3:43:06 PM,11/21/2018 3:42:19 PM,iMPath Networks Inc.,2,1,091-280_0-SB-SW,0,100,0,Up.gif,SR 091 MM 265 - 285,Fiber,Switch-Field,28.610169700,-81.729305385,North
091-282_8-NB-SW,12/30/1899 5:00:00 AM,1,Up.gif,8/15/2018 9:09:00 PM,11/21/2018 3:42:21 PM,11/21/2018 3:41:55 PM,iMPath Networks Inc.,1,1,091-282_8-NB-SW,0,100,0,Up.gif,SR 091 MM 265 - 285,Fiber,Switch-Field,28.630545640,-81.767841742,North
091-291_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/9/2018 12:42:00 PM,11/21/2018 3:43:30 PM,11/21/2018 3:43:14 PM,iMPath Networks Inc.,10,3,091-291_9-SB-SW,0,,-2,Up.gif,SR 091 MM 285 - 302,Fiber,Switch-Field,28.707438744,-81.888657562,North
091-292_9-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/9/2018 12:42:00 PM,11/21/2018 3:43:07 PM,11/21/2018 3:42:27 PM,iMPath Networks Inc.,9,2,091-292_9-SB-SW,0,100,0,Up.gif,SR 091 MM 285 - 302,Fiber,Switch-Field,28.718147923,-81.899851529,North
091-305_7-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/8/2018 1:53:00 AM,11/21/2018 3:43:51 PM,11/21/2018 3:43:35 PM,iMPath Networks Inc.,4,1,091-305_7-SB-SW,0,,-2,Up.gif,SR 091 MM 302N,Copper,Switch-Field,28.838578347,-82.048587094,North
429-007_7-NB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,7/6/2018 7:54:00 PM,11/21/2018 3:42:47 PM,11/21/2018 3:42:30 PM,Lantech Computer Company,2,1,429-007_7-NB-SW,0,100,0,Up-Down.gif,SR 429 MM 000 - 011,Fiber,Switch-Field,28.378554276,-81.611505341,North
091-304_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/29/2018 6:32:00 PM,11/21/2018 3:42:01 PM,11/21/2018 3:41:58 PM,iMPath Networks Inc.,2,1,091-304_8-SB-SW,0,100,0,Up.gif,SR 091-302-MH_UB Wildwood Tower,Fiber,Switch-Field,28.831011445,-82.036417448,North
091-303_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/7/2018 3:43:00 PM,11/21/2018 3:42:48 PM,11/21/2018 3:42:25 PM,iMPath Networks Inc.,4,1,091-303_3-SB-SW,0,100,0,Up.gif,SR 091-302-MH_UB Wildwood Tower,Fiber,Switch-Field,28.822716968,-82.023826056,North
869-002_5-MD-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:19 PM,,Unknown,1,1,869-002_5-MD-SB-VDS,0,,-2,Up.gif,SR 869 MM 000 - 021,Fiber,Switch-Field,26.161147000,-80.327509000,South
869-002_5 -MD-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:18 PM,,Unknown,1,1,869-002_5 -MD-NB-VDS,0,,-2,Up.gif,SR 869 MM 000 - 021,Fiber,Switch-Field,26.161147000,-80.327509000,South
589-009_7-NB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,10/28/2018 12:56:00 PM,11/21/2018 3:42:38 PM,11/21/2018 3:42:27 PM,"Brocade Communications Systems, Inc.",79,31,589-009_7-NB-SW,0,,-2,Up-Down.gif,SR 589 MM 003 - 010,Green-Brown,Switch-Field,28.067686,-82.566351,Zone 4
821-002_8-SB-SW,12/30/1899 5:00:00 AM,2,Up-Down.gif,6/20/2018 10:51:00 PM,11/21/2018 3:42:40 PM,11/21/2018 3:42:08 PM,"Brocade Communications Systems, Inc.",28,12,821-002_8-SB-SW,0,,-2,Up-Down.gif,SR 821 MM 000 - 016,,Switch-Field,,,South
589-007_5-SB-A-IPV,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:17 PM,,Unknown,42,26,589-007_5-SB-A-IPV,10,100,0,Up.gif,SR 589 MM 003 - 010,,Switch-Field,,,Zone 4
091-268_7-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/30/2018 12:42:00 PM,11/21/2018 3:43:46 PM,11/21/2018 3:43:29 PM,"Brocade Communications Systems, Inc.",5,2,091-268_7-SB-SW,0,100,0,Up.gif,,,Switch-Field,28.545169847,-81.567002152,North
589-007_5-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/21/2018 1:03:00 PM,11/21/2018 3:43:23 PM,11/21/2018 3:42:47 PM,"Brocade Communications Systems, Inc.",46,35,589-007_5-SB-SW,0,,-2,Up.gif,SR 589 MM 003 - 010,,Switch-Field,28.024847652,-82.54437516,
091-169_3-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/17/2018 2:43:00 PM,11/21/2018 3:43:47 PM,11/21/2018 3:43:26 PM,"Brocade Communications Systems, Inc.",5,3,091-169_3-SB-SW,0,100,0,Up.gif,SR 091 MM 144 - 174,,Switch-Field,27.525526734,-80.601757352,South
091-159_4-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,11/2/2018 7:10:00 PM,11/21/2018 3:43:48 PM,11/21/2018 3:42:58 PM,"Brocade Communications Systems, Inc.",21,3,091-159_4-SB-SW,0,100,0,Up.gif,SR 091 MM 144 - 174,,Switch-Field,27.484772397,-80.468954711,South
091-152_8-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,10/16/2018 8:17:00 PM,11/21/2018 3:43:25 PM,11/21/2018 3:43:11 PM,"Brocade Communications Systems, Inc.",4,3,091-152_8-SB-SW,0,100,0,Up.gif,SR 091 MM 144 - 174,,Switch-Field,27.407928169,-80.400373046,South
091-067_4-NB-SW,12/30/1899 5:00:00 AM,1,Up.gif,9/5/2018 7:09:00 PM,11/21/2018 3:43:53 PM,11/21/2018 3:43:30 PM,Cisco IE-2000-16TC-G-X,2,1,091-067_4-NB-SW,0,82,18,Up.gif,SR 091 MM 065 - 094,Fiber,Switch-Field,26.2464145,-80.166718,South
821-033_4-B-SW,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:16 PM,,Unknown,37,5,821-033_4-B-SW,0,100,0,Up.gif,SR 821 MM 016 - 035,,Switch-Field,25.876468125,-80.388662151,South
091-283_7-SB-SW,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:23 PM,,Unknown,22,2,091-283_7-SB-SW,0,100,0,Up.gif,,,Switch-Field,28.637143706,-81.781237195,South
091-283_9-NB-SW,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:23 PM,,Unknown,17,2,091-283_9-NB-SW,0,100,0,Up.gif,SR 091 MM 265 - 285,,Switch-Field,28.639472587,-81.784180956,North
