deviceid,date,cat1,cat2,cat3,cat4,fault_code_type_1_count_category,fault_code_type_1_count_per_usage1_category,fault_code_type_1_count_per_usage2_category,fault_code_type_2_count_category,fault_code_type_2_count_per_usage1_category,fault_code_type_2_count_per_usage2_category,fault_code_type_3_count_category,fault_code_type_3_count_per_usage1_category,fault_code_type_3_count_per_usage2_category,fault_code_type_4_count_category,fault_code_type_4_count_per_usage1_category,fault_code_type_4_count_per_usage2_category,problem_type_1_category,problem_type_1_per_usage1_category,problem_type_1_per_usage2_category,problem_type_2_category,problem_type_2_per_usage1_category,problem_type_2_per_usage2,problem_type_2_per_usage2_category,problem_type_3_category,problem_type_3_per_usage1_category,problem_type_3_per_usage2_category,problem_type_4_category,problem_type_4_per_usage1_category,problem_type_4_per_usage2_category
N0001,01/24/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/25/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/26/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/27/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/28/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/29/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/30/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/31/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/01/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/02/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/03/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/04/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/05/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/06/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/07/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/08/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/09/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/10/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/11/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/12/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/13/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/14/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/15/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/16/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/17/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/18/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/19/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/20/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/21/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/22/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/23/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/24/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/25/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/26/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/27/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,02/28/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/01/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/02/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/03/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/04/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/05/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/06/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/07/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/08/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/09/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/10/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/11/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/12/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/13/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/14/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/15/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/16/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/17/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/18/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/19/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/20/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/21/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/22/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/23/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/24/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/25/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/26/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/27/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/28/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/29/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/30/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,03/31/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/01/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/02/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/03/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/04/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/05/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/06/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/07/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/08/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/09/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/10/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/11/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/12/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/13/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/14/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/15/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/16/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/17/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/18/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/19/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/20/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/21/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/22/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/23/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/24/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/25/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/26/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/27/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/28/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/29/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,04/30/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/01/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/02/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/03/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/04/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/05/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/06/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/07/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/08/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/09/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/10/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/11/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/12/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/13/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/14/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/15/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/16/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/17/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/18/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/19/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/20/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,05/21/2013,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
