iteration_id,cust1,cust2,cust3,cust4,cust5,cust6,cust7,cust8,cust9,cust10,cust11,cust12,cust13,cust14,cust15,cust16,cust17,cust18,cust19,cust20,cust21,cust22,cust23,cust24,cust25,cust26,cust27,cust28,cust29,cust30,cust31,cust32,cust33,cust34,cust35,cust36,cust37,cust38,cust39,cust40,cust41,cust42,cust43,cust44,cust45,cust46,cust47,cust48,cust49,cust50,cust51,cust52,cust53,cust54,cust55,cust56,cust57,cust58,cust59,cust60,cust61,cust62,cust63,cust64,cust65,cust66,cust67,cust68,cust69,cust70,cust71,cust72,cust73,cust74,cust75,cust76,cust77,cust78,cust79,cust80,cust81,cust82,cust83,cust84,cust85,cust86,cust87,cust88,cust89,cust90,cust91,cust92,cust93,cust94,cust95,cust96,reporting_date
11,-0.452175755,1.380526555,0.137092684,0.770414772,-1.448324838,0.302233047,-0.86433829,1.072453415,-1.082705694,0.36582037,-1.419875844,-0.049399205,-2.010538083,-1.865764716,1.682819857,-0.587176601,0.532061222,0.534441824,1.993512342,0.108880158,0.102265858,-0.286177055,-1.711227924,1.03460934,0.048557922,0.028805971,-0.721511242,-0.386098691,-0.024597284,-1.318539944,-0.582185748,-2.191954991,0.195350367,-1.018670446,-0.154954023,0.254200359,-0.262505182,0.483067879,0.575311105,0.334343895,-0.697795031,0.553154678,0.93107019,-0.978741355,1.326611709,-0.108803988,0.702095804,0.342687372,-0.5873585,-0.881132109,-0.104572564,0.123359314,-0.31547188,0.563884441,-0.26559519,-0.470554369,2.343476808,-1.27543899,0.09104383,-2.769447747,0.165259735,0.395016286,0.176360118,-0.668139819,-0.010901431,0.371879878,0.869797532,-0.730969987,-0.043120281,1.123469247,0.426310862,0.862894467,-1.187595444,0.066794428,-1.134173999,0.685261057,-0.426227871,-0.056218141,-1.197095116,-0.468504595,1.31109573,-0.254594852,-1.103701379,1.090436399,0.283707777,1.140160748,-1.044986675,1.196158337,-0.589814135,1.487642294,-1.681873982,-0.725983682,-0.547993295,-1.244143277,0.366228505,0.679949608,03/31/2018
12,0.821557933,-0.009065388,0.226639258,-1.059624992,-0.931306658,1.234088813,-1.156879534,-0.327313501,-1.660546332,-0.026127509,-1.640237315,-0.469187853,-0.405873379,-0.742913926,1.124908522,-1.639946277,0.487887064,-0.611714768,-0.127986368,-0.240634108,0.615407316,0.424552127,-1.017001523,-0.716656814,0.141186547,0.606096364,0.997815732,-1.500961844,1.027449343,-0.969030225,0.278216703,-0.172631189,1.864018486,-0.069708221,0.650079528,0.560301032,0.252936161,0.328524266,0.558333113,0.59209242,-1.27560952,0.390223249,0.472007287,0.990041826,-0.675811407,-2.968736226,-0.261238711,1.62429842,0.026892621,-0.269558313,1.149737727,-2.543129085,-0.003557261,-1.712223821,0.837962943,-0.063421339,0.779608627,1.130251803,-1.935577529,-0.173640728,0.506934157,0.528979172,-1.216747023,0.294395477,-0.536649623,2.443957783,-0.658988029,-0.782411007,-0.993168214,-1.201019586,0.198704129,0.415528802,-1.163325578,0.59027002,-1.063388027,-0.860566161,0.405126457,-0.695747531,0.266308007,0.098574446,-1.716880433,-2.098167897,1.387302291,-0.256966359,1.762377906,-1.167095434,2.695960575,-1.269593213,0.50528115,-0.258469299,0.647153229,-0.981337962,0.179779818,0.638030997,-0.459814373,-1.808698471,03/31/2018
13,0.966099378,-1.106518539,-1.042085387,1.020730451,0.110651399,0.099112185,-0.238351276,-0.271463705,0.644890861,-1.497664925,0.229780426,-0.929537691,-0.131611841,0.145591912,1.494854587,0.701900262,0.620407263,-1.669723133,-1.211790277,-0.755067049,-0.137015377,-0.967563665,-0.864672529,-1.889848136,0.871696102,-2.745437087,-1.018286184,-2.539272828,0.007305516,-0.104880655,1.615208021,0.942459337,-0.202841193,0.330624061,-0.061735363,0.507977802,0.580012056,-0.679274308,-0.24039764,0.081138296,-0.345446551,0.545949206,-0.815141448,-0.052310725,0.785635166,0.539655503,-0.386841066,1.607363629,0.87382432,-1.714543032,-1.895805326,-1.850712579,0.152940629,0.260288289,-0.336608537,0.184601276,-0.183356406,-1.803618943,-0.085207148,0.270987357,0.815462045,-0.842974259,-0.7739186,0.08566758,0.456670932,1.114456154,-0.472434749,0.710044787,1.510707079,0.656043539,-0.46841933,-1.288135536,-0.891898253,-0.463728611,-0.807063998,0.53894837,-1.222379069,0.257915644,-0.366474069,1.026930931,-0.57332727,-0.765073764,-0.628681391,-0.60379989,-0.853606252,-2.327105904,-1.89167622,-0.109342864,0.335719506,0.005087486,1.330124633,0.054837983,-1.950229489,-0.10841859,1.32642981,-1.247303771,03/31/2018
14,-2.668020898,1.243647603,0.813224688,1.679050001,0.586177293,0.481177267,-0.189895673,0.046642299,-0.929182988,-0.695747531,1.015848738,-0.353009,-1.019313913,-0.468162398,2.249580575,0.296233793,1.623157004,-0.10672693,-0.124978214,-0.503371211,0.061045284,-1.149294349,-0.782099505,0.871584689,-0.572695171,-1.518169483,0.655190888,-0.799775535,-1.488569978,1.177436388,-0.497648216,1.27457497,0.216996341,-0.232452066,-1.72698492,-1.379535206,1.229191184,1.201651685,0.06457185,0.315633315,-1.349458216,-0.091581569,-0.27416263,1.100893314,1.409885044,-1.351741048,0.860676437,0.881470896,-0.316437081,-0.586086344,-0.684681254,-0.250488483,2.668020898,0.999200438,0.007994458,-0.977877335,-1.92767402,-1.731764314,-0.622169409,-1.701714609,-1.487182999,-0.590542868,-0.661937065,0.450735342,-0.289046511,0.738587005,-0.688166892,1.133300884,0.089585228,-0.477830326,1.751632226,0.393692972,-0.107264668,0.328766419,-0.99367071,0.082750375,0.521953325,-0.547458967,1.308751507,-0.262900812,1.42113322,1.136504579,-0.393362143,0.601783086,-0.39667043,-0.817490218,2.339911589,-0.08658958,-0.561733486,-0.23166649,0.852396624,-0.54452812,-0.112729595,0.281556822,-1.269422683,0.252936161,03/31/2018
15,-1.034738943,2.434971975,0.282034307,1.566932042,-1.866637831,-1.251141839,0.243232989,-0.670916052,0.248357992,-1.725629772,-0.022913582,0.238428584,-1.563548722,-0.06917162,1.353841981,0.655475105,0.592456217,-1.410503501,-0.063114385,-0.354636995,0.22287395,-0.182423037,-0.488490741,-1.551202331,-0.61198989,0.826607902,0.549771357,-1.090713795,1.54108875,-3.741588444,0.661079866,-0.67139581,-0.240870577,0.66241455,-0.311856638,0.935681328,-1.853686626,0.09004566,0.967809228,-0.077685627,0.273925025,0.420454853,0.694285518,-0.910265499,1.040637017,-0.448364972,2.170490916,0.33531478,0.512072802,-0.25744157,-0.291440756,-0.550571713,-2.067390596,1.103560408,0.345771696,0.533207185,1.797811819,-0.02222464,-0.326183454,0.425054623,0.02421416,0.585359885,0.273289515,0.274321792,-0.1068031,-0.366146651,0.900813575,1.75949026,-0.062194658,-1.671269274,0.261080686,0.719229547,-0.345203262,-1.245971362,-0.358713805,-0.429915872,-0.815996373,0.551551693,0.885879672,-0.698771601,0.096038093,2.153083187,1.102857823,-0.238193252,-0.783138603,-1.786374924,0.398326847,0.135162281,-1.094883828,-0.155650923,-0.798406745,1.10849669,-0.146596904,-0.824240942,0.36516667,-1.571124812,03/31/2018
16,-0.26005182,0.87125045,-0.743216333,0.501113391,0.199172518,-0.719924174,-0.339848611,3.355089575,0.072009243,0.370158659,0.63325615,2.710730769,0.103265165,0.330946932,0.288489446,-0.965610525,0.614760438,0.379185394,0.6165169,0.008146799,-1.761295607,0.299112344,0.250884113,-0.918516889,-0.4151957,-0.71734803,0.467053951,0.361325192,-0.557618023,-1.744933797,-0.424302016,-0.268369149,-1.310736479,0.637749054,1.630046427,-0.616424813,1.004000296,1.051478193,-1.181269909,-0.136783456,0.099804538,-0.82445581,-0.378034883,-2.011120159,0.118582193,-0.661557351,-1.079138201,-0.248278411,0.084900194,1.060966497,0.966588232,-0.563795766,0.321749667,-0.158670446,-0.748673301,0.131381057,1.29217824,-1.068654001,-0.655286385,0.821236199,1.202122348,1.910784704,0.536383595,0.899897259,-0.835034371,-0.14512807,-0.412611598,1.028488441,-1.686294127,0.873376393,-0.297511633,0.765483037,0.305598178,-0.326506324,0.539389475,-0.960988018,-0.837094376,1.312182576,0.453616167,-0.386841066,2.330561983,0.616980742,-1.638186404,-0.344878117,-0.255544137,-0.045570232,0.950481081,-1.625157893,1.537091521,-1.486487236,-0.114577006,-1.788266673,-0.389480874,1.281325694,-0.536119842,1.467587936,03/31/2018
17,-1.032781256,1.135922503,0.837962943,-0.018628725,-0.670149802,-0.968541372,-0.786885721,-1.411126505,0.747863851,-0.288728188,-0.460070169,-1.285684448,0.707783556,-1.539838195,-1.863581929,0.909456048,1.424712082,-1.603480086,-0.53779786,-0.658703811,-1.550947673,1.253320079,-0.750089839,-0.09012183,-0.410113898,0.20971811,0.910381459,2.209180821,-1.43448915,1.181733751,-0.876405011,0.659273383,-1.010607775,0.344878117,0.682264272,-0.94987854,0.848442596,-1.048160811,-0.82800625,0.984066446,0.779918992,-1.059624992,0.723000539,-0.290483513,0.716063369,-0.361651473,0.135935352,-1.97758709,1.529406291,-0.64140977,0.024443807,-0.309607913,0.23717007,1.967946446,0.747154445,2.053329808,0.792213086,1.346420504,1.435987542,-0.9681753,0.662128059,-1.129963039,2.91649485,0.475773732,-0.796198947,2.571287041,0.408949745,0.70297574,-0.463132892,-1.132575562,-0.085437932,1.624011929,-0.791480943,-0.842101144,0.314748831,0.011131078,-1.901844371,0.221149321,-1.176520072,0.221070877,-0.206434834,-0.145823833,0.433610694,-1.524986146,-0.631666808,-0.920736056,-0.383298584,-0.850527613,0.610515372,1.500488906,-0.309447614,-2.453161869,-0.468760391,-2.223459887,1.085320491,0.16750846,03/31/2018
18,-1.292885372,1.137236723,-2.448541636,-1.778512342,0.571344572,0.369257123,0.389893557,0.556724444,-0.212534133,0.710144832,0.050472408,0.988295596,0.407119387,0.511200824,-1.100193003,0.091581569,0.085360625,-0.393692972,0.753439053,0.113807346,0.297352472,-1.195062396,-0.314266799,-1.170124051,-0.23158691,-0.887464466,0.910149538,1.012522262,-1.775542842,-1.567718755,-0.120046479,0.323441327,-0.334019887,1.008188519,-0.471409294,0.509980964,-0.945804004,-0.297671932,1.571124812,0.973445822,0.037607606,0.507543518,-1.234252522,0.45964498,-1.833595888,0.793575055,0.101804289,-0.510590326,-0.729671683,-0.305999492,1.108637662,1.802063707,-0.049246864,0.139641543,0.830057161,-0.991417437,1.004127625,1.112464361,1.366383913,1.410089681,-0.192621883,1.619455361,1.976504791,0.001797389,-0.343742386,-1.07708729,-1.057480858,-0.454294877,-1.004000296,-0.872369128,-1.6569129,-0.170534804,-0.198938324,0.051085181,-1.449197953,-0.78605126,0.907723461,-1.1745351,0.857689884,0.620685796,-0.692534741,0.257203965,-2.301512723,-0.338309292,1.784874257,-0.198938324,-1.3483168,-1.110479388,0.957957127,0.922841537,-0.344391538,-0.292558298,-0.580735104,0.044498165,-0.962811555,-0.734171408,03/31/2018
19,-0.815462045,0.394685458,-1.476628313,-0.182811846,-0.196598648,-1.462440196,-0.786573082,-1.988519216,0.93473318,-0.207138555,-1.119738045,0.142654244,1.710236575,-1.209878064,1.464900379,-1.505222826,-1.408438948,0.609870767,-0.504933269,0.549594006,-0.114962404,0.817703949,-0.63765583,-0.637468247,1.701391739,0.146519596,1.304440502,-0.547993295,0.508413223,0.71952627,-0.539744178,-0.617535534,0.829193141,1.451167009,0.54586053,-0.228917543,2.634624252,-0.906568403,-0.780853497,0.08559141,-0.846907824,-0.76856395,-1.892585715,0.546215233,0.452175755,-0.41803105,-0.13771114,1.728685675,-1.871903805,-1.09991106,1.198507107,1.024729954,0.320460458,1.330865871,1.063388027,-0.933077899,0.198704129,-0.711818302,-0.544617933,0.260288289,-1.864891601,0.982454367,-1.016487658,-0.081676035,0.898635335,-0.987547537,0.53426561,0.210891358,-0.875843398,0.985432962,-0.358958232,-0.533912043,0.823488335,-0.201357579,0.114500835,0.208858637,-0.052157247,0.058439582,-0.206122195,-0.082443421,-0.94951929,1.041032647,1.31399247,0.123283144,-0.177446964,-0.997185907,1.583598532,1.336452442,1.012394932,0.469699444,-0.449210802,-0.897148311,1.542848622,-1.711559889,-1.424500624,-1.338321454,03/31/2018
20,0.609134077,-0.784802978,0.627842383,-0.959653335,0.25198915,0.022760105,-0.050242761,-1.647331374,0.381076006,-0.985928637,-0.02421416,-2.773012966,-0.998318228,0.136088829,-0.143891157,-1.567455001,-0.369420832,0.153249857,0.156657052,-0.034469849,-1.284111022,-1.309113031,-1.145158421,1.311818778,0.460154297,-0.357653107,0.955299129,0.885424924,-0.396919404,1.021760454,1.42344561,0.86167347,0.777329205,0.264643631,0.025590907,-0.553334303,-1.30033186,0.928594091,1.610155778,1.538337528,0.188882723,-0.675329375,0.537532969,0.508848643,0.784282292,-0.070858732,0.371387614,0.262505182,-0.769591679,0.272098077,-1.415278348,-0.715371016,-1.034218258,-0.198235739,0.096575832,-2.289780241,0.785739758,-0.232059847,0.414195256,-0.977506716,-0.093502877,1.105813681,-1.384705683,0.488319074,-3.427267075,-0.009906671,0.734773948,2.037832019,0.986053692,0.1619253,0.408449523,0.031254785,-0.94951929,-1.070143298,-1.550438355,-0.550127197,0.534619176,-0.066104349,0.473033879,-0.306158654,-0.903917226,2.270226105,0.55190867,-0.563526328,-0.309127017,3.263994586,1.018413514,-0.047791673,0.390554078,0.284105681,0.540717338,0.944130534,0.776192337,1.156579401,-0.046412651,-0.784282292,03/31/2018
