iteration_id,factor1,factor2,factor3,factor4,reporting_date,version
139,-1.307182643,-1.080941296,0.205957579,0.573399695,03/31/2018,1
140,-1.888023415,-2.912680508,0.94774811,0.654564986,03/31/2018,1
141,-1.083914154,-1.270309474,-0.32027664,0.033146387,03/31/2018,1
142,1.218979049,1.552426215,-0.761961709,0.224966247,03/31/2018,1
143,0.804161374,-0.31359772,-0.434579671,-1.775797211,03/31/2018,1
144,-0.036674289,-0.500981295,-1.022456109,-0.896916916,03/31/2018,1
145,-0.513536849,-1.817023037,-0.584522385,-1.093924381,03/31/2018,1
146,-0.676458179,0.041918649,0.325382283,-0.071928197,03/31/2018,1
147,0.224397017,-0.345414061,-1.862706516,0.8892788,03/31/2018,1
148,-0.341357557,-0.408555443,0.240215096,0.76711733,03/31/2018,1
149,0.760043803,1.01063302,0.010134986,-0.466542921,03/31/2018,1
150,0.02762039,0.589303083,-0.951272832,-1.041635048,03/31/2018,1
151,0.518839852,0.668337148,-1.559410576,0.584679405,03/31/2018,1
152,-0.010643149,-0.10723336,1.28009909,1.602641997,03/31/2018,1
153,-0.639749178,0.439777731,-0.612947704,0.049068541,03/31/2018,1
154,0.452571754,0.278697536,-1.501687072,-0.673366092,03/31/2018,1
155,1.443282545,0.759847735,-0.876153107,-0.720359276,03/31/2018,1
156,1.087591584,0.731850286,-0.860142452,-0.077730283,03/31/2018,1
157,1.225954929,1.788895578,-0.874587932,-0.440013328,03/31/2018,1
158,0.770133596,0.042518142,1.59014555,1.228996009,03/31/2018,1
159,-1.396395097,-0.354895724,-1.616639423,-1.656069153,03/31/2018,1
160,0.112713845,0.10585247,0.128999895,1.252225665,03/31/2018,1
161,-0.016042083,-0.500079436,0.046217914,-0.502829028,03/31/2018,1
162,-0.534280984,-1.074231153,-0.126276333,0.062673845,03/31/2018,1
163,-0.648918424,-0.277431369,-0.737797075,-0.733674369,03/31/2018,1
164,0.015226099,0.36286597,-0.173796915,0.169173663,03/31/2018,1
165,0.774886863,0.147244227,-0.02449156,0.508004779,03/31/2018,1
166,-0.957049075,-0.056054866,-0.688110545,-1.210395259,03/31/2018,1
167,-1.952943435,-1.426430651,-1.359372902,-1.366514047,03/31/2018,1
168,1.01594006,-0.403778942,1.066191625,0.674519273,03/31/2018,1
169,-1.061943303,-0.925164094,-0.413517233,0.106625317,03/31/2018,1
170,-0.027811542,0.559774687,-0.55246544,-2.174235973,03/31/2018,1
171,-0.845145162,-1.723015197,0.796123928,-0.663559826,03/31/2018,1
172,-1.28662687,-1.02475936,0.304339604,-1.864005175,03/31/2018,1
173,-0.154707599,-0.767736878,0.062139877,0.657580284,03/31/2018,1
174,1.125174944,1.591840091,0.082398994,-0.636634491,03/31/2018,1
175,1.873248971,0.644772294,0.955725293,1.062602951,03/31/2018,1
176,0.970967689,1.456226985,-0.323407361,-1.208841786,03/31/2018,1
177,-0.56592984,-0.659234701,0.189403057,-0.902911182,03/31/2018,1
178,0.207495789,-0.714850823,1.913012979,1.648171892,03/31/2018,1
179,-0.38370676,-0.089275645,-0.528421839,-1.249633756,03/31/2018,1
180,-2.40216596,-1.084040219,0.117179845,1.569272609,03/31/2018,1
181,-2.065283049,-1.398637355,0.861236305,0.395617251,03/31/2018,1
182,-0.14499154,-0.516248985,0.159404169,-0.218919562,03/31/2018,1
183,-0.087954571,-0.433749726,1.30228752,1.190891878,03/31/2018,1
184,1.053579854,0.201616163,-0.325929228,-0.365716964,03/31/2018,1
185,1.138603775,0.301671148,0.16672952,0.412293522,03/31/2018,1
186,0.536959988,0.064017074,2.218280493,-0.616619302,03/31/2018,1
187,-1.245067229,-0.51063731,1.730947625,0.245979803,03/31/2018,1
188,0.454950454,0.831688742,-0.06517896,0.110338193,03/31/2018,1
189,1.132293281,0.574923854,-0.669614574,0.323821127,03/31/2018,1
190,-1.619119322,-1.802505317,-0.312256609,-1.1594173,03/31/2018,1
191,0.486433619,0.122498339,-0.547161896,1.521973879,03/31/2018,1
192,0.475248999,1.241071698,-0.126955793,-0.313895944,03/31/2018,1
193,0.797920665,1.126134239,2.581936366,-0.657622978,03/31/2018,1
194,0.279128932,0.909729515,0.333563577,-0.124532555,03/31/2018,1
195,-1.307086073,-0.79498565,-0.225899986,-0.136719798,03/31/2018,1
196,1.256905636,0.21981482,-1.476953849,0.317869402,03/31/2018,1
197,-0.232562446,-0.278758755,0.258619876,-2.809051784,03/31/2018,1
198,-0.560479987,-0.360376775,0.552956018,-0.197279288,03/31/2018,1
199,-0.75996856,-0.071116271,0.020204354,0.099084233,03/31/2018,1
200,0.779018611,-0.070376838,-1.38698963,-1.41367301,03/31/2018,1
201,-1.46730875,-1.649167646,0.129270497,1.740235231,03/31/2018,1
202,0.201730855,0.64010445,-1.107348201,-0.344421786,03/31/2018,1
203,0.400169259,-0.060357895,0.870228158,0.791233457,03/31/2018,1
204,-0.849481855,-0.919096228,2.285158762,0.07647639,03/31/2018,1
205,-0.047038951,-0.07762163,-0.68090137,-0.991604493,03/31/2018,1
206,-0.66557239,0.359276371,-0.898523261,0.533491527,03/31/2018,1
207,1.743666188,1.619257923,-0.152790364,-0.499692994,03/31/2018,1
208,-0.992197218,-0.462031538,-0.23353257,0.103272701,03/31/2018,1
209,-0.255027798,0.361494639,0.843883802,1.157139506,03/31/2018,1
210,2.117773481,1.091841022,-0.53028992,-0.098814021,03/31/2018,1
211,-1.430219641,-0.55129812,-0.401816437,0.318443799,03/31/2018,1
212,-0.839655074,-1.395742249,-0.167541887,-1.371168115,03/31/2018,1
213,0.071672556,-1.291510398,-0.102266625,0.417226267,03/31/2018,1
214,-0.837897709,0.621438705,-0.944030512,-0.615799177,03/31/2018,1
215,-0.002634424,-0.252872405,-0.979443244,0.272214144,03/31/2018,1
216,-0.299362376,0.21599954,-0.621131477,-1.013031758,03/31/2018,1
217,0.184533028,0.556569866,0.244266724,-0.01662853,03/31/2018,1
218,-1.19648366,0.503135192,-0.15832212,-0.871977293,03/31/2018,1
219,-0.092774634,0.138698267,-1.414343779,0.521794589,03/31/2018,1
220,0.728560263,1.206527422,0.939939718,-0.379865563,03/31/2018,1
221,-0.844041397,-1.096658112,-0.270498936,0.860580246,03/31/2018,1
222,1.993942873,1.562044065,-1.655652212,0.640887616,03/31/2018,1
223,1.202294814,0.992870505,-0.680168488,0.982116077,03/31/2018,1
224,0.946596791,0.913184354,-0.243422855,0.81944924,03/31/2018,1
225,0.119811089,0.030130016,1.570713487,0.938623438,03/31/2018,1
226,-2.812376233,-1.588626211,-1.468671362,0.329368798,03/31/2018,1
227,-0.022676487,0.64927567,0.476094199,0.090030447,03/31/2018,1
228,-0.244693209,-0.382772865,0.049464321,-1.083089716,03/31/2018,1
229,0.429036012,-0.10441784,-0.773015658,-0.411143384,03/31/2018,1
230,0.980334121,-0.835999865,-0.330167383,0.064264008,03/31/2018,1
231,-0.646555679,-0.583360854,0.387662246,0.249241726,03/31/2018,1
232,-0.362842414,0.257751297,0.262030549,0.700982535,03/31/2018,1
233,-1.509295758,-1.229622146,-0.113552499,0.88389547,03/31/2018,1
234,-0.881296456,-1.13322427,0.791753624,0.526413117,03/31/2018,1
235,-0.273054399,1.363119755,1.328501959,-1.172253377,03/31/2018,1
236,1.229809975,-0.711436627,-0.033490742,-1.110238844,03/31/2018,1
237,-0.503318426,-0.489204931,0.164065522,-1.089267832,03/31/2018,1
238,-2.562377662,-1.23175835,-0.77245929,0.056743772,03/31/2018,1
239,-0.43441323,0.385974057,0.103593734,0.600866024,03/31/2018,1
240,-0.988173966,-0.596370143,0.305197811,-0.070137267,03/31/2018,1
241,0.715828453,-1.092644637,0.745295594,0.102958616,03/31/2018,1
242,0.773497805,0.251236657,-2.646727438,0.08996488,03/31/2018,1
243,-0.618027715,-1.003515748,-0.668750479,-0.052025692,03/31/2018,1
244,2.330422869,1.198477934,-0.678258256,1.818758711,03/31/2018,1
245,-0.780034679,-0.975637835,-1.347465049,-0.850866895,03/31/2018,1
246,2.153976629,1.639673714,0.807043448,0.296173792,03/31/2018,1
247,0.507822595,0.660900557,0.251407554,0.198756464,03/31/2018,1
248,0.787697405,0.227857735,0.15627756,-0.841796024,03/31/2018,1
249,1.974201018,1.878595279,-1.763298264,-0.381174934,03/31/2018,1
250,0.705907671,0.672347761,0.719675062,-0.325190429,03/31/2018,1
251,-0.992788155,-0.239388075,-1.465004123,0.418181928,03/31/2018,1
252,-0.128430575,-1.432847895,0.878227419,-0.129318275,03/31/2018,1
253,-0.37232995,0.18747216,1.461880078,1.708275587,03/31/2018,1
254,-1.269433668,-0.888008133,0.119876551,0.050280666,03/31/2018,1
255,-1.398298721,-2.346836906,-0.481651958,-1.264037724,03/31/2018,1
256,-0.331829925,-0.767251067,-0.226276562,-0.766599763,03/31/2018,1
257,-0.485452465,-0.470164361,1.391172603,0.861225327,03/31/2018,1
258,-0.723740211,-1.220709067,0.828448109,-1.322711603,03/31/2018,1
259,-1.43493437,-1.231802323,-1.117868123,-1.058410328,03/31/2018,1
260,1.128236787,0.431541013,-0.601302881,0.600388037,03/31/2018,1
261,-0.322096575,-1.030961751,-0.510187432,0.437848633,03/31/2018,1
262,2.444243903,2.260057786,0.901549805,0.164685868,03/31/2018,1
263,-1.867244133,-1.369772939,-0.202383118,0.40870219,03/31/2018,1
264,0.123711777,0.123171092,1.874132281,0.617778656,03/31/2018,1
265,-0.446503858,-0.520487365,-0.022181149,-0.809100627,03/31/2018,1
266,1.099647528,0.271784474,-0.611667406,-0.90997895,03/31/2018,1
267,0.324398756,-0.782181441,-0.432563473,0.244024167,03/31/2018,1
268,-0.031380829,0.14817553,-1.356317941,-0.588917289,03/31/2018,1
269,-1.870152139,-1.439165973,1.11824254,0.342786888,03/31/2018,1
270,-0.338369491,-0.84782615,-0.697244711,-1.095227303,03/31/2018,1
271,0.356803523,0.712607702,0.235886665,-0.558094573,03/31/2018,1
272,0.671383982,0.588944575,0.80009834,-0.311738441,03/31/2018,1
273,-1.0711511,-0.523752946,0.470211809,1.558213411,03/31/2018,1
274,0.154584172,0.402935143,0.195661336,2.135264605,03/31/2018,1
275,1.120488967,0.335352714,-0.106403584,-0.014848517,03/31/2018,1
276,-0.141740436,-0.480915183,-0.01664268,-0.689086979,03/31/2018,1
277,-0.66623394,0.284087406,0.573822967,-0.486776519,03/31/2018,1
278,1.055141974,0.322477095,-0.378965554,-0.959208198,03/31/2018,1
279,-0.067996131,-0.124313791,0.119573952,0.446628419,03/31/2018,1
280,1.002806635,0.713211724,1.143414215,1.206494594,03/31/2018,1
281,-2.830431626,-1.546577469,0.357019782,-1.106189036,03/31/2018,1
282,-0.807264934,-0.190071519,-0.669342065,-1.78657072,03/31/2018,1
283,0.496028089,-0.377319154,0.436268824,0.458856723,03/31/2018,1
284,1.503889688,0.841537485,0.838554119,1.249899506,03/31/2018,1
285,-1.020791615,-1.645381728,0.266048474,1.290542906,03/31/2018,1
286,-0.86437371,0.344830928,-0.055209629,0.083018649,03/31/2018,1
287,0.169473362,0.862510901,1.623707086,1.750746355,03/31/2018,1
288,-0.59712669,0.266216599,-0.500859587,-1.026727324,03/31/2018,1
289,0.400825093,0.196902185,1.017916191,1.884524664,03/31/2018,1
290,0.690390582,-0.175810668,0.322990887,1.425980612,03/31/2018,1
291,0.430936833,-0.948672756,0.88734228,-0.227183922,03/31/2018,1
292,-1.014782991,-1.25270276,-0.258065676,0.608351141,03/31/2018,1
293,1.35916841,0.71098602,-0.06559775,-0.17756059,03/31/2018,1
294,0.450588684,-0.566907707,0.373665735,1.041893774,03/31/2018,1
295,1.098287915,0.775897264,-1.225504746,-0.929946365,03/31/2018,1
296,-1.223924135,-1.585315991,0.148975174,1.173419443,03/31/2018,1
297,-1.937361411,-0.334820507,-0.332198495,-0.822777804,03/31/2018,1
298,0.951258037,0.890446211,0.008952113,-0.870809087,03/31/2018,1
299,-1.271729983,-1.727916126,1.79805535,0.034404774,03/31/2018,1
300,-1.595920914,-2.299140261,-0.554618254,-0.658252244,03/31/2018,1
301,-0.311162369,1.581981484,0.69285515,-1.393062504,03/31/2018,1
302,1.483011673,1.438444128,0.679703239,0.514528851,03/31/2018,1
303,0.352142366,0.589248382,-1.089917235,-0.758001769,03/31/2018,1
304,-0.965800592,-0.547737443,0.19713088,0.591519047,03/31/2018,1
305,1.114379519,1.572699677,0.790627314,1.361344666,03/31/2018,1
306,0.782667327,-0.060283901,0.812437091,0.554546036,03/31/2018,1
307,-0.24945789,-0.760740861,0.575008194,0.120991164,03/31/2018,1
308,0.094201438,0.732867238,1.105422381,1.002571934,03/31/2018,1
309,-2.743946398,-1.887083084,0.763870869,-0.693278927,03/31/2018,1
310,0.45556527,0.342751792,1.021039148,-0.553199281,03/31/2018,1
311,0.111588601,0.312951494,1.245633373,-0.010134019,03/31/2018,1
312,-0.270263442,-1.086890544,0.632178271,0.263051983,03/31/2018,1
313,0.445327773,-0.07966118,1.658410328,0.077755721,03/31/2018,1
314,0.068520836,-0.044888126,0.743019303,-0.655398609,03/31/2018,1
315,0.398918715,0.585472312,-1.190333553,0.085286097,03/31/2018,1
316,0.025477361,1.036783785,0.499403184,-1.605066242,03/31/2018,1
317,0.908303807,0.557531879,-0.578007256,-0.39983194,03/31/2018,1
318,-1.036758763,-0.207589254,-1.660626925,-0.363095391,03/31/2018,1
319,0.467645756,0.281749634,0.869391008,0.169101027,03/31/2018,1
320,1.748838585,0.164634946,1.353155887,-1.377926537,03/31/2018,1
321,-1.352878747,-1.264900791,-1.362451741,1.240652792,03/31/2018,1
322,1.49485738,1.663638969,-0.543794046,0.057676649,03/31/2018,1
323,1.469821813,1.440832962,0.619990751,0.271857863,03/31/2018,1
324,-0.950456879,-0.21352717,-0.276744382,-0.68899911,03/31/2018,1
325,1.163262,0.024481499,0.323606854,0.560169805,03/31/2018,1
326,1.158300688,0.816375505,2.041740852,0.718385994,03/31/2018,1
327,-0.434101497,-0.138605645,0.380443648,-2.096075552,03/31/2018,1
328,-0.073835759,-0.005290879,-0.231263684,0.019857192,03/31/2018,1
329,-1.682460916,-0.513439593,-0.092586259,-0.521665338,03/31/2018,1
330,-2.777923347,-1.551320354,0.041145406,-0.122853224,03/31/2018,1
331,-0.426690538,0.03848082,-0.820924223,0.573177993,03/31/2018,1
332,1.15516276,1.221068278,0.784491468,-0.212280806,03/31/2018,1
333,0.508776659,1.143786759,0.674428798,0.44574706,03/31/2018,1
334,0.934970764,-0.018042013,0.201929074,1.307190299,03/31/2018,1
335,-0.149803667,0.042590353,0.007214957,1.202852942,03/31/2018,1
336,0.128494252,0.094401407,-0.723953555,-0.49639744,03/31/2018,1
337,-1.271387829,-0.281987454,0.648946281,-1.243481608,03/31/2018,1
338,0.506382541,0.470173125,0.217636456,0.110371944,03/31/2018,1
339,1.66450191,1.013538818,1.487107971,0.663694826,03/31/2018,1
340,0.276039757,-0.237490769,2.659859808,0.277663386,03/31/2018,1
341,-0.272820656,0.167125853,0.494329942,0.766751868,03/31/2018,1
342,-0.867637196,-0.478767455,1.478921936,-0.302675034,03/31/2018,1
343,-0.062826105,0.420380289,-0.453243525,1.054114524,03/31/2018,1
344,0.381996146,0.215536857,-1.611549119,-0.533739819,03/31/2018,1
345,1.730405354,0.570304784,0.568577327,-0.798986251,03/31/2018,1
346,-1.159621831,-0.009571077,1.225149346,-1.367477059,03/31/2018,1
347,0.93527152,0.677703131,-0.119247509,1.712805239,03/31/2018,1
348,-0.972574169,-0.528721338,0.503928297,-1.012464491,03/31/2018,1
349,0.985453756,0.375393162,1.236290937,0.151641645,03/31/2018,1
350,-1.252079318,-1.554784001,-1.4228734,-0.362850686,03/31/2018,1
351,-2.432556303,-2.209202592,1.850833828,-0.003343703,03/31/2018,1
352,1.917412707,2.063098394,0.180565157,0.080224029,03/31/2018,1
353,0.433554767,0.675202797,0.559230113,-1.879779251,03/31/2018,1
354,0.296382301,0.579232611,-0.126700331,0.216053476,03/31/2018,1
355,0.793183317,0.273174697,1.596479701,0.65722063,03/31/2018,1
356,-1.515848332,-0.811583852,0.546792868,0.196091246,03/31/2018,1
357,-2.011880142,-2.267864891,-0.047866826,0.606288877,03/31/2018,1
358,-0.457924156,0.084914843,0.691581147,1.032681147,03/31/2018,1
359,0.593567892,0.422481027,-1.599701428,-0.683554322,03/31/2018,1
360,0.955901855,0.752695788,-0.823480815,0.23039882,03/31/2018,1
361,0.425516841,1.104653259,-0.058503438,-0.365214705,03/31/2018,1
362,-0.568155063,-0.876644904,1.279392246,0.302893544,03/31/2018,1
363,-0.376762554,0.124142935,0.794585462,-0.314675815,03/31/2018,1
364,-0.340514689,-0.217364251,-1.973111358,-0.104827299,03/31/2018,1
365,-0.068045129,-0.220345842,-0.883329428,0.923676192,03/31/2018,1
366,-0.330120898,-0.033673523,2.014197259,-0.328073487,03/31/2018,1
367,-0.561985493,-0.150677176,-0.355458828,-0.534990075,03/31/2018,1
368,0.417319262,0.327111717,-1.22601876,-1.491130978,03/31/2018,1
369,0.205694955,-0.513155987,-0.797091102,1.100927525,03/31/2018,1
370,-0.110011635,-0.417790165,0.921437654,1.38109138,03/31/2018,1
371,0.475684947,-0.522730795,-0.561726637,0.237402705,03/31/2018,1
372,-1.402065432,-0.910703017,-0.058190992,-0.102466879,03/31/2018,1
373,0.296050755,0.275925629,0.884894205,0.067597377,03/31/2018,1
374,-0.809343693,-0.454929184,-0.222423835,-0.006569078,03/31/2018,1
375,1.641837706,1.184672636,1.956568581,1.371540269,03/31/2018,1
376,1.04772287,-0.531588844,-0.762617234,-0.63171261,03/31/2018,1
377,-0.453626487,-0.486675608,0.282197416,-1.207084957,03/31/2018,1
378,-0.729563836,-0.744238366,-0.469466613,-0.668618901,03/31/2018,1
379,1.388175745,1.171048826,0.099011683,-1.332856675,03/31/2018,1
380,3.04395309,2.044578775,1.065268822,-1.641293736,03/31/2018,1
