transaction_id,direction,account_id,customer_id,transaction_type_code,transaction_date,transaction_country,sender_country,reciever_country,amount_usd,load_date,load_id,check_num,channel,device_type,sender_name,sender_login,sender_ip,sender_ip_country,sender_ip_lat,sender_ip_long
22630ebe-e2ee-49b3-b771-e8653feeb883,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,5913d4cd-e7ac-438f-9d4c-002d2ab55006,CA,2016-01-01,USA,USA,USA,465297,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
22630ebe-e2ee-49b3-b771-e8653feeb883,OUTGOING,eb599b70-f485-4e59-97e7-f3317423df08,75ff8845-a9c4-4a7d-ad07-f91a59a9118d,CA,2016-01-01,USA,USA,USA,465297,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
261bf289-d42a-4eb2-83a1-3deba38d00e9,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,74aa3d07-f8f0-4e18-a465-1a170b3c23bb,CA,2016-01-01,USA,USA,USA,117705,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
261bf289-d42a-4eb2-83a1-3deba38d00e9,OUTGOING,f2b755f7-c612-4937-963c-b6cc2f3a73d4,c2a2de77-b0a8-427c-8b46-305c3253d006,CA,2016-01-01,USA,USA,USA,117705,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
285ee21b-e056-44cd-a018-05400be83bae,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,a734d6d2-eae6-4bf9-aed4-884577037ff0,CA,2016-01-01,USA,USA,USA,675535,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
285ee21b-e056-44cd-a018-05400be83bae,OUTGOING,38cec05f-5e90-452c-8f10-339215db3f8b,5913d4cd-e7ac-438f-9d4c-002d2ab55006,CA,2016-01-01,USA,USA,USA,675535,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
38acfbcd-a639-4691-a13b-c26dd408530c,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,f7654d18-f50f-4c0a-bcc1-406ee9ca8806,CA,2016-01-01,USA,USA,USA,642144,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
38acfbcd-a639-4691-a13b-c26dd408530c,OUTGOING,38d4ffc1-a4e7-4b2a-87fd-5003fecd2586,021d5a3c-bcf8-4c0b-8712-cd33e3c9aa14,CA,2016-01-01,USA,USA,USA,642144,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
3b00365f-f1c3-419c-adea-57842e008224,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,111d8425-fc79-4ba8-8895-bbaa72795e0f,CA,2016-01-01,USA,USA,USA,741485,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
3b00365f-f1c3-419c-adea-57842e008224,OUTGOING,ce368c98-e423-4bdb-bb76-d8c47a5a3419,cbb4c067-8997-464e-9bf1-e5313635e38d,CA,2016-01-01,USA,USA,USA,741485,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
4201b1c5-a633-45f4-8f4f-d59336f1c283,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,a45fc105-f751-4c8d-8a8a-40eb580d2852,CA,2016-01-01,CAN,CAN,USA,103969,2018-10-20,1540045717,0,ONLINE,COMPUTER,Russell Pete,rpete,198.168.1.1,CANADA,56.1304N,106.3468W
4201b1c5-a633-45f4-8f4f-d59336f1c283,OUTGOING,153c6c80-b776-44a8-8855-407a53e2b018,2095c2da-2d04-4879-94e6-17189b3cc05e,CA,2016-01-01,CAN,CAN,USA,103969,2018-10-20,1540045717,0,ONLINE,COMPUTER,Russell Pete,rpete,198.168.1.1,CANADA,56.1304N,106.3468W
42e66127-ffca-4abe-93ff-330f5150e153,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,56c10d6a-1107-4afc-982a-1e1c9dad9371,CA,2016-01-01,USA,USA,USA,748273,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
42e66127-ffca-4abe-93ff-330f5150e153,OUTGOING,c95a7125-157e-434b-876c-36224d2ca6d8,2f28533c-ddf2-4694-99fc-21ba5101492b,CA,2016-01-01,USA,USA,USA,748273,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
489392eb-646e-4d21-b93a-57f67b798a42,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,74aa3d07-f8f0-4e18-a465-1a170b3c23bb,CA,2016-01-01,USA,USA,USA,808212,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
489392eb-646e-4d21-b93a-57f67b798a42,OUTGOING,0ef7e59d-0447-421f-b1b1-7f3230136330,cbb4c067-8997-464e-9bf1-e5313635e38d,CA,2016-01-01,USA,USA,USA,808212,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
4da9732a-651d-4de7-940b-963b7848519c,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,e91ae12d-e3d4-4432-b5df-ffcc9c1f7c25,CA,2016-01-01,USA,USA,USA,1212609,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
4da9732a-651d-4de7-940b-963b7848519c,OUTGOING,7aa15bd7-c42f-480f-a8c1-34dc67b5a58c,4d9615c8-1625-45f2-81fe-a6304603dc3f,CA,2016-01-01,USA,USA,USA,1212609,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
5109aff1-db95-4047-9b33-430b2e11c6f4,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,cbb4c067-8997-464e-9bf1-e5313635e38d,CA,2016-01-01,USA,USA,USA,251565,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
5109aff1-db95-4047-9b33-430b2e11c6f4,OUTGOING,acbf4766-60f0-4a1d-9170-6151e8351ff7,b129e737-e726-4aa7-80f2-87dd0520df5e,CA,2016-01-01,USA,USA,USA,251565,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
515c16cd-d8ae-4e4f-846b-0d50ec4d8212,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,5913d4cd-e7ac-438f-9d4c-002d2ab55006,CA,2016-01-01,USA,USA,USA,902366,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
515c16cd-d8ae-4e4f-846b-0d50ec4d8212,OUTGOING,be5b7f52-997e-4657-afdd-ea4d224e1a88,d964f6d0-b6d4-416d-8684-e5f93892d7fd,CA,2016-01-01,USA,USA,USA,902366,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
5888e2c7-fe8e-4cf3-8ade-bb174f765ad3,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,649a3b52-28c3-4a9a-a441-58a59dc77e4c,CA,2016-01-01,USA,USA,USA,1053269,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
5888e2c7-fe8e-4cf3-8ade-bb174f765ad3,OUTGOING,14b9caa0-22b1-4d0c-967e-b077d1049497,a45fc105-f751-4c8d-8a8a-40eb580d2852,CA,2016-01-01,USA,USA,USA,1053269,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
5a24b81a-c6d9-4744-84ff-7da6ca6710c7,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,64546fa2-000e-4a6a-a06d-c5b56132fac3,CA,2016-01-01,USA,USA,USA,786909,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
5a24b81a-c6d9-4744-84ff-7da6ca6710c7,OUTGOING,f40c2a89-671a-4ac1-b282-367dd8911e9c,021d5a3c-bcf8-4c0b-8712-cd33e3c9aa14,CA,2016-01-01,USA,USA,USA,786909,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
62378cd9-a33e-4a27-8fe4-83892d7b3003,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,22589c0d-a8e4-436a-9505-4f1a8e412c29,CA,2016-01-01,USA,USA,USA,845784,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
62378cd9-a33e-4a27-8fe4-83892d7b3003,OUTGOING,9e25d144-4445-4a97-a717-c05cdbff500c,7fd2433b-f20a-43ca-a9da-e3526023db6f,CA,2016-01-01,USA,USA,USA,845784,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
662faf51-6337-4c5f-bc5d-8511f3a08fcf,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,75ff8845-a9c4-4a7d-ad07-f91a59a9118d,CA,2016-01-01,USA,USA,USA,126570,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
662faf51-6337-4c5f-bc5d-8511f3a08fcf,OUTGOING,a8ee08f9-395c-4e55-b957-edc1efa4337a,1ddd8443-1e42-4365-9be9-bfe85618ff22,CA,2016-01-01,USA,USA,USA,126570,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
664dd2ae-7308-4d03-8975-2a6847987e7d,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,c2a2de77-b0a8-427c-8b46-305c3253d006,CA,2016-01-01,CAN,CAN,USA,129172,2018-10-20,1540045717,0,ONLINE,COMPUTER,Russell Pete,rpete,198.168.1.1,CANADA,56.1304N,106.3468W
664dd2ae-7308-4d03-8975-2a6847987e7d,OUTGOING,a647f077-35ed-4a40-b96d-dd5b524653be,021d5a3c-bcf8-4c0b-8712-cd33e3c9aa14,CA,2016-01-01,CAN,CAN,USA,129172,2018-10-20,1540045717,0,ONLINE,COMPUTER,Russell Pete,rpete,198.168.1.1,CANADA,56.1304N,106.3468W
66fc492e-b66d-409b-b492-f8a9317ad9dc,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,015ad97a-b484-4905-b08f-60d1b469c224,CA,2016-01-01,USA,USA,USA,893243,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
66fc492e-b66d-409b-b492-f8a9317ad9dc,OUTGOING,129f1ee0-f808-406d-b6fe-6dd90006c582,98ac53da-93e6-45e2-a789-5eb595be2880,CA,2016-01-01,USA,USA,USA,893243,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
7fd66bff-148e-4ccd-8a5b-913eb01e62d6,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,b129e737-e726-4aa7-80f2-87dd0520df5e,CA,2016-01-01,CAN,CAN,USA,219402,2018-10-20,1540045717,0,ONLINE,COMPUTER,Russell Pete,rpete,198.168.1.1,CANADA,56.1304N,106.3468W
7fd66bff-148e-4ccd-8a5b-913eb01e62d6,OUTGOING,e4251c0a-c5ca-4aef-a874-3e0f051197f2,e91ae12d-e3d4-4432-b5df-ffcc9c1f7c25,CA,2016-01-01,CAN,CAN,USA,219402,2018-10-20,1540045717,0,ONLINE,COMPUTER,Russell Pete,rpete,198.168.1.1,CANADA,56.1304N,106.3468W
80453a82-62a3-44aa-8bb3-0c33d93429d7,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,8a6123ce-e495-439a-82cb-01d48163bc92,CA,2016-01-01,KOR,KOR,USA,785821,2018-10-20,1540045717,0,ONLINE,COMPUTER,Nancy Tim,ntim,185.168.1.1,KOREA,35.9078N,127.7669E
80453a82-62a3-44aa-8bb3-0c33d93429d7,OUTGOING,6cf9acb8-eaf1-4066-b297-666851bc99a3,f7654d18-f50f-4c0a-bcc1-406ee9ca8806,CA,2016-01-01,KOR,KOR,USA,785821,2018-10-20,1540045717,0,ONLINE,COMPUTER,Nancy Tim,ntim,185.168.1.1,KOREA,35.9078N,127.7669E
80d55a11-0fad-4daa-b859-427eb7e109cf,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,56c10d6a-1107-4afc-982a-1e1c9dad9371,CA,2016-01-01,USA,USA,USA,595382,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
80d55a11-0fad-4daa-b859-427eb7e109cf,OUTGOING,a2e9561e-9502-473d-af89-1c0688f9d6e6,56c10d6a-1107-4afc-982a-1e1c9dad9371,CA,2016-01-01,USA,USA,USA,595382,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
8c088c0c-7852-4510-a4e6-13ab9515597b,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,232d9c84-05ec-4d39-8b27-3111c80cb9cb,CA,2016-01-01,USA,USA,USA,365059,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
8c088c0c-7852-4510-a4e6-13ab9515597b,OUTGOING,71241355-4f52-4d2c-b618-b8dc0ad66ce4,017fe820-c8ef-4ba4-853e-cf8dfddce691,CA,2016-01-01,USA,USA,USA,365059,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
9fcdf8df-d0e6-421a-888d-8f2ecf22bc8b,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,27e3354a-c3ea-460f-87c0-a63d4ce62985,CA,2016-01-01,USA,USA,USA,340193,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
9fcdf8df-d0e6-421a-888d-8f2ecf22bc8b,OUTGOING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,e5b509c5-bd17-443f-8cf1-abb7194709ac,CA,2016-01-01,USA,USA,USA,340193,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
a40f6e1c-c404-4723-b21f-e91ea841a628,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,f64b93c9-a327-47e2-ada4-620fb421cb0f,CA,2016-01-01,USA,USA,USA,1042788,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
a40f6e1c-c404-4723-b21f-e91ea841a628,OUTGOING,31941353-0f52-4208-b146-80ad62aac2e3,56c10d6a-1107-4afc-982a-1e1c9dad9371,CA,2016-01-01,USA,USA,USA,1042788,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
a7754097-32a0-4249-b399-f90702e78dcc,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,f7654d18-f50f-4c0a-bcc1-406ee9ca8806,CA,2016-01-01,USA,USA,USA,201004,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
a7754097-32a0-4249-b399-f90702e78dcc,OUTGOING,7beb229b-fb37-4f30-a1be-10169270e70a,64546fa2-000e-4a6a-a06d-c5b56132fac3,CA,2016-01-01,USA,USA,USA,201004,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
ac8b4a3e-7de3-476a-a78c-0fac25f7bd98,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,86546718-a253-4e2f-bca2-4e0c5490904e,CA,2016-01-01,USA,USA,USA,257319,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
ac8b4a3e-7de3-476a-a78c-0fac25f7bd98,OUTGOING,86d4dbb1-23a8-487f-8c2f-fa2d77b3efc1,b1f344f7-1965-4634-978c-2070e84da9fe,CA,2016-01-01,USA,USA,USA,257319,2018-10-20,1540045717,0,ONLINE,MOBILE,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
afbc47d0-1f84-4442-8b1a-ee4dc8f7b49b,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,7fd2433b-f20a-43ca-a9da-e3526023db6f,CA,2016-01-01,USA,USA,USA,622832,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
afbc47d0-1f84-4442-8b1a-ee4dc8f7b49b,OUTGOING,1efd7095-5cc4-4ff1-97b4-e52f552734b6,a734d6d2-eae6-4bf9-aed4-884577037ff0,CA,2016-01-01,USA,USA,USA,622832,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
b0ba6ad4-8213-4201-8adc-3fc2be7721f5,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,cb256449-799a-48ef-b878-a2aec4e10fc2,CA,2016-01-01,USA,USA,USA,63562,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
b0ba6ad4-8213-4201-8adc-3fc2be7721f5,OUTGOING,ae68ddf8-5276-427c-a106-49690a42badf,015ad97a-b484-4905-b08f-60d1b469c224,CA,2016-01-01,USA,USA,USA,63562,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
b37bb6ba-e3ca-4c6f-90df-0e8fd57a31f8,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,021d5a3c-bcf8-4c0b-8712-cd33e3c9aa14,CA,2016-01-01,USA,USA,USA,252902,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
b37bb6ba-e3ca-4c6f-90df-0e8fd57a31f8,OUTGOING,185d7f8e-44c8-4bf5-b9b5-81748e0c6b20,c0cd57ff-7634-48a1-8f41-40f3134310e9,CA,2016-01-01,USA,USA,USA,252902,2018-10-20,1540045717,0,ONLINE,COMPUTER,John Miller,jmiller,172.162.1.19,USA,40.0583N,74.4057W
b406dac3-3094-4084-b4a8-fdce78325a3f,INCOMING,9f3d4e36-ffa1-4da2-a59b-24b209fa8e3f,094cc1c8-0c92-40cc-b20a-d461477e5c91,CA,2016-01-01,KOR,KOR,USA,719773,2018-10-20,1540045717,0,ONLINE,MOBILE,Nancy Tim,ntim,185.168.1.1,KOREA,35.9078N,127.7669E
